id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-JAVA-016,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Deterministic transformation,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Resolve a signed/versioned Recipe Catalog/BOM and license.,Implement and verify: Resolve a signed/versioned Recipe Catalog/BOM and license.
ELMOS-JAVA-017,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Deterministic transformation,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Evaluate preconditions, dry run, affected modules/symbols, conflicts, and risk.","Implement and verify: Evaluate preconditions, dry run, affected modules/symbols, conflicts, and risk."
ELMOS-JAVA-018,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Deterministic transformation,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Execute recipes in isolated staging and produce segmented thematic patches/commits.,Implement and verify: Execute recipes in isolated staging and produce segmented thematic patches/commits.
ELMOS-JAVA-019,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Deterministic transformation,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Run recipes twice and require no second diff where declared idempotent.,Implement and verify: Run recipes twice and require no second diff where declared idempotent.
ELMOS-JAVA-020,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Deterministic transformation,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Preserve original worktree and emit recipe execution manifest.,Implement and verify: Preserve original worktree and emit recipe execution manifest.
ELMOS-JAVA-021,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Verification and long-tail repair,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Compile/test target and compare discovered/skipped/passed tests, APIs, contracts, dependencies, SBOM, security, and behavior against baseline.","Implement and verify: Compile/test target and compare discovered/skipped/passed tests, APIs, contracts, dependencies, SBOM, security, and behavior against baseline."
ELMOS-JAVA-022,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Verification and long-tail repair,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Classify failures before model use.,Implement and verify: Classify failures before model use.
ELMOS-JAVA-023,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Verification and long-tail repair,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Run repair agent only inside private sandbox with selected semantic context, tool/egress allowlist, hard budget, max iterations, and non-improvement stop.","Implement and verify: Run repair agent only inside private sandbox with selected semantic context, tool/egress allowlist, hard budget, max iterations, and non-improvement stop."
ELMOS-JAVA-024,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Verification and long-tail repair,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Reject test deletion, assertion weakening, security disabling, hidden exceptions, and unrelated broad changes.","Implement and verify: Reject test deletion, assertion weakening, security disabling, hidden exceptions, and unrelated broad changes."
ELMOS-JAVA-025,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Verification and long-tail repair,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Escalate unresolved gaps to explicit human tasks.,Implement and verify: Escalate unresolved gaps to explicit human tasks.
ELMOS-JAVA-026,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Delivery,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Seal validated target snapshot and build topic commits.,Implement and verify: Seal validated target snapshot and build topic commits.
ELMOS-JAVA-027,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Delivery,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Create/reconcile idempotent branch, PR, checks, labels, reviewers, and comments with minimal installation token.","Implement and verify: Create/reconcile idempotent branch, PR, checks, labels, reviewers, and comments with minimal installation token."
ELMOS-JAVA-028,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Delivery,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Include summary, migration plan, tests, risks, deviations, manual tasks, rollback, and evidence links.","Implement and verify: Include summary, migration plan, tests, risks, deviations, manual tasks, rollback, and evidence links."
ELMOS-JAVA-029,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Delivery,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Generate and sign offline Evidence Pack and verification command.,Implement and verify: Generate and sign offline Evidence Pack and verification command.
ELMOS-JAVA-030,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Delivery,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Keep customer as final merge authority and audit delivery operations.,Implement and verify: Keep customer as final merge authority and audit delivery operations.
ELMOS-JAVA-031,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Repeatability and pilot,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Repeat the same fixed-commit migration and compare plan, deterministic patch, validation, and evidence digests.","Implement and verify: Repeat the same fixed-commit migration and compare plan, deterministic patch, validation, and evidence digests."
ELMOS-JAVA-032,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Repeatability and pilot,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,"Test webhook duplication, concurrent start, runner loss, cancellation, provider error, PR response loss, and rollback.","Implement and verify: Test webhook duplication, concurrent start, runner loss, cancellation, provider error, PR response loss, and rollback."
ELMOS-JAVA-033,elmos-java-migration-production-loop,Production Java Modernization Closed Loop,Repeatability and pilot,P0,G6,BACKLOG,elmos-identity-tenant-security;elmos-temporal-task-reliability;elmos-repository-snapshot-workspace;elmos-content-addressed-cache;elmos-staging-snapshot-promotion;elmos-reproducible-toolchain;elmos-secure-sandbox-runtime;elmos-verification-fabric;elmos-evidence-pack-offline-verification,Run at least three authorized structurally different repositories before billable readiness.,Implement and verify: Run at least three authorized structurally different repositories before billable readiness.
ELMOS-READY-001,elmos-production-readiness-gate,Production Readiness and Commercial Release Gate,Implementation completeness,P0,G9,BACKLOG,elmos-infrastructure-program-orchestrator;elmos-java-migration-production-loop;elmos-scale-benchmark-certification,"Verify every required repository module, migration, API/schema, runner adapter, policy, dashboard, runbook, installer, and operational job exists in the target repository.","Implement and verify: Verify every required repository module, migration, API/schema, runner adapter, policy, dashboard, runbook, installer, and operational job exists in the target repository."
ELMOS-READY-002,elmos-production-readiness-gate,Production Readiness and Commercial Release Gate,Implementation completeness,P0,G9,BACKLOG,elmos-infrastructure-program-orchestrator;elmos-java-migration-production-loop;elmos-scale-benchmark-certification,"Require code review, unit/integration/end-to-end tests, failure-path tests, and clean-environment reproduction.","Implement and verify: Require code review, unit/integration/end-to-end tests, failure-path tests, and clean-environment reproduction."
